id,word,root,part_of_speech,meaning,link
7144,חִילּוּץ,ח - ל - ץ,"Noun – kittul pattern, masculine","extrication, release, rescue, evacuation",/dict/7144-chilutz/
3423,חוּלְצָה,ח - ל - ץ,"Noun – kutla pattern, feminine",shirt,/dict/3423-chultza/
3366,חָלוּץ,ח - ל - ץ,"Noun – katul pattern, masculine","pioneer; forward, striker (football)",/dict/3366-chalutz/
610,לְחַלֵּץ,ח - ל - ץ,Verb – pi'el,"to rescue, to deliver",/dict/610-lechaletz/
615,לְהַחֲלִיק,ח - ל - ק,Verb – hif'il,"to slip, to slide; to make smooth",/dict/615-lehachalik/
5534,חֲלַקְלַק,ח - ל - ק,Adjective – ktaltal pattern,"slippery, very smooth; hypocritical",/dict/5534-chalaklak/
3201,חֵלֶק,ח - ל - ק,"Noun – ketel pattern, masculine","part, portion",/dict/3201-chelek/
3330,חָלָק,ח - ל - ק,Adjective – katal pattern,smooth,/dict/3330-chalak/
4743,חֶלְקִיק,ח - ל - ק,Noun – masculine,particle (physics),/dict/4743-chelkik/
4853,מְחַלֵּק,ח - ל - ק,"Noun – mekattel pattern, masculine",divisor (mathematics); distributor (person),/dict/4853-mechalek/
613,לְחַלֵּק,ח - ל - ק,Verb – pi'el,"to share, to divide",/dict/613-lechalek/
3945,חֲלוּקָּה,ח - ל - ק,"Noun – ktulla pattern, feminine",distribution; division,/dict/3945-chaluka/
5468,לְהֵיחָלֵק,ח - ל - ק,Verb – nif'al,to be divided; to disagree,/dict/5468-lehechalek/
612,לַחֲלוֹק,ח - ל - ק,Verb – pa'al,"to share, to divide; to disagree",/dict/612-lachalok/
614,לְהִתְחַלֵּק,ח - ל - ק,Verb – hitpa'el,"to be shared, divided; to slip",/dict/614-lehitchalek/
6319,מַחְלָקָה,ח - ל - ק,"Noun – miktala pattern, feminine","department, unit",/dict/6319-machlaka/
6622,חִילּוּק,ח - ל - ק,"Noun – kittul pattern, masculine",division (mathematics); partition; difference (lit.),/dict/6622-chiluk/
617,לְהַחֲלִישׁ,ח - ל - שׁ,Verb – hif'il,"to weaken, to make weaker",/dict/617-lehachalish/
616,לַחֲלוֹשׁ,ח - ל - שׁ,Verb – pa'al,to become weaker,/dict/616-lachalosh/
2503,לְהִתְחַלֵּשׁ,ח - ל - שׁ,Verb – hitpa'el,to become weaker (lit.),/dict/2503-lehitchalesh/
2504,לְהֵיחָלֵשׁ,ח - ל - שׁ,Verb – nif'al,to become weaker,/dict/2504-lehechalesh/
3236,חוּלְשָׁה,ח - ל - שׁ,"Noun – kutla pattern, feminine",weakness,/dict/3236-chulsha/
3348,חַלָּשׁ,ח - ל - שׁ,Adjective – kattal pattern,"weak, feeble",/dict/3348-chalash/
2626,לַחֲלוֹשׁ,ח - ל - שׁ,Verb – pa'al,to dominate (over someone) (על),/dict/2626-lachalosh/
5395,חָם,-,Noun – masculine,father-in-law,/dict/5395-cham/
618,לְהַחֲמִיא,ח - מ - א,Verb – hif'il,"to compliment, to flatter",/dict/618-lehachami/
6556,מַחְמָאָה,ח - מ - א,"Noun – miktala pattern, feminine",compliment,/dict/6556-machmaa/
6593,חֶמְאָה,ח - מ - א,"Noun – kitla pattern, feminine",butter,/dict/6593-chema/
6428,חַמְדָנוּת,ח - מ - ד,Noun – feminine,"greediness, avarice, covetousness",/dict/6428-chamdanut/
5454,חָמוּד,ח - מ - ד,Adjective – katul pattern,"cute, sweet, charming; cutie, sweetie (as noun)",/dict/5454-chamud/
3601,חֶמְדָּה,ח - מ - ד,"Noun – kitla pattern, feminine","desire, lust; treasure, precious thing",/dict/3601-chemda/
4979,נֶחְמָד,ח - מ - ד,Adjective – niktal pattern,"nice, lovely",/dict/4979-nechmad/
619,לַחְמוֹד,ח - מ - ד,Verb – pa'al,"to covet, to lust",/dict/619-lachmod/
6427,חַמְדָן,ח - מ - ד,"Noun – katlan pattern, masculine","covetous person, greedy, avaricious person",/dict/6427-chamdan/
7018,מַחְמָד,ח - מ - ד,"Noun – maktal pattern, masculine","object of desire, something precious (lit.); darling (lit.)",/dict/7018-machmad/
8227,חַמוּלָה,-,Noun – feminine,"clan, extended family (arabic); group, crowd, gang (coll.)",/dict/8227-chamula/
5396,חָמוֹת,-,Noun – feminine,mother-in-law,/dict/5396-chamot/
7839,חֶמְלָה,ח - מ - ל,"Noun – kitla pattern, feminine","compassion, mercy (lit.)",/dict/7839-chemla/
620,לַחְמוֹל,ח - מ - ל,Verb – pa'al,to pity (על),/dict/620-lachmol/
5704,חָמִים,ח - מ - ם,Adjective – katil pattern,"warm; cosy, pleasant",/dict/5704-chamim/
4319,חוֹם,ח - מ - ם,"Noun – kotel pattern, masculine","heat, warmth",/dict/4319-chom/
3012,הִתְחַמְּמוּת,ח - מ - ם,"Noun – hitkattlut pattern, feminine","heating, warming up, becoming hot",/dict/3012-hitchamemut/
4320,חַם,ח - מ - ם,Adjective – kal pattern,"hot, warm",/dict/4320-cham/
8881,חַמָּנִית,ח - מ - ם,Noun,🌻 sunflower,/dict/8881-chamanit/
7642,חַמָּה,ח - מ - ם,"Noun – katla pattern, feminine",sun (lit.),/dict/7642-chama/
7782,חֲמָמָה,ח - מ - ם,"Noun – ktala pattern, feminine","greenhouse, hothouse",/dict/7782-chamama/
621,לְחַמֵּם,ח - מ - ם,Verb – pi'el,"to heat, to warm up",/dict/621-lechamem/
6325,חִימּוּם,ח - מ - ם,"Noun – kittul pattern, masculine","heating, warming; stimulation",/dict/6325-chimum/
622,לְהִתְחַמֵּם,ח - מ - ם,Verb – hitpa'el,"to warm up, to become hot, to be excited",/dict/622-lehitchamem/
8153,חַמְסָנוּת,ח - מ - ס,Noun – feminine,"robbery, violence, theft",/dict/8153-chamsanut/
8152,חַמְסָן,ח - מ - ס,"Noun – katlan pattern, masculine","robber, thief (Talmudic)",/dict/8152-chamsan/
8483,חָמוֹס,ח - מ - ס,"Noun – katol pattern, masculine","ferret, European polecat",/dict/8483-chamos/
623,לְהַחֲמִיץ,ח - מ - ץ,Verb – hif'il,to become sour; to miss on an opportunity,/dict/623-lehachamitz/
2478,לַחְמוֹץ,ח - מ - ץ,Verb – pa'al,"to ferment (of dough, etc.), to leaven, to turn sour",/dict/2478-lachmotz/
3238,חוֹמֶץ,ח - מ - ץ,"Noun – kotel pattern, masculine",vinegar,/dict/3238-chometz/
3237,חוּמְצָה,ח - מ - ץ,"Noun – kutla pattern, feminine",acid,/dict/3237-chumtza/
3516,מַחְמָץ,ח - מ - ץ,"Noun – maktal pattern, masculine","pickled food, pickles",/dict/3516-machmatz/
4201,חַמְצָן,ח - מ - ץ,"Noun – katlan pattern, masculine",oxygen,/dict/4201-chamtzan/
4617,חָמוּץ,ח - מ - ץ,Adjective – katul pattern,sour,/dict/4617-chamutz/
7780,תַּחְמוֹצֶת,ח - מ - ץ,"Noun – tiktolet pattern, feminine",oxide (chemistry),/dict/7780-tachmotzet/
2479,לְהִתְחַמֵּץ,ח - מ - ץ,Verb – hitpa'el,"to leaven (of dough, Talmudic)",/dict/2479-lehitchametz/
6392,חֲמִיצָה,ח - מ - ץ,"Noun – ktila pattern, feminine",borscht,/dict/6392-chamitza/
8300,חִימְצוּן,ח - מ - צ - ן,"Noun – kittul pattern, masculine",oxidation,/dict/8300-chimtzun/
625,לְהִתְחַמְצֵן,ח - מ - צ - ן,Verb – hitpa'el,to get oxidised,/dict/625-lehitchamtzen/
624,לְחַמְצֵן,ח - מ - צ - ן,Verb – pi'el,to oxidise,/dict/624-lechamtzen/
627,לְהִתְחַמֵּק,ח - מ - ק,Verb – hitpa'el,"to dodge, to avoid",/dict/627-lehitchamek/
5051,חֲמַקְמַק,ח - מ - ק,Adjective – ktaltal pattern,"evasive, elusive, slippery",/dict/5051-chamakmak/
7652,חַמְקָן,ח - מ - ק,"Noun – katlan pattern, masculine","stealth plane, stealth vehicle (military); evasive person",/dict/7652-chamkan/
626,לַחְמוֹק,ח - מ - ק,Verb – pa'al,"to slip, to sneak, to avoid",/dict/626-lachmok/
7653,חַמְקָנִי,ח - מ - ק,Adjective,"evasive, stealthy",/dict/7653-chamkani/
628,לְהַחְמִיר,ח - מ - ר,Verb – hif'il,"to aggravate, to exacerbate",/dict/628-lehachmir/
6955,חֲמַרְמוֹרֶת,ח - מ - ר,"Noun – ktaltolet pattern, feminine",hangover,/dict/6955-chamarmoret/
3209,חוֹמֶר,ח - מ - ר,"Noun – kotel pattern, masculine","material, substance",/dict/3209-chomer/
5279,חֵימָר,ח - מ - ר,Noun – masculine,clay,/dict/5279-chemar/
7505,חוּמְרָה,ח - מ - ר,"Noun – kutla pattern, feminine","severity, gravity",/dict/7505-chumra/
7506,חוֹמְרָה,ח - מ - ר,"Noun – kotla pattern, feminine",hardware (computing),/dict/7506-chomra/
6224,חָמוּר,ח - מ - ר,"Adjective – katul pattern, masculine","serious, grave, severe, drastic",/dict/6224-chamur/
6225,חֲמוֹר,ח - מ - ר,"Noun – ktol pattern, masculine","donkey, ass; vaulting horse",/dict/6225-chamor/
629,לְהִתְחַמֵּשׁ,ח - מ - שׁ,Verb – hitpa'el,"to be armed, equipped",/dict/629-lehitchamesh/
4490,חוֹמֶשׁ,ח - מ - שׁ,"Noun – kotel pattern, masculine",fifth part,/dict/4490-chomesh/
3376,חֲמִישִׁי,ח - מ - שׁ,Adjective – ktili pattern,fifth,/dict/3376-chamishi/
3885,חָמוּשׁ,ח - מ - שׁ,Adjective – katul pattern,armed,/dict/3885-chamush/
8631,תַּחְמוֹשֶׁת,ח - מ - שׁ,"Noun – tiktolet pattern, feminine","ammunition, munitions",/dict/8631-tachmoshet/
8874,חִימּוּשׁ,ח - מ - שׁ,"Noun – kittul pattern, masculine","munition, arming (military); ammunition, ordnance",/dict/8874-chimush/
8875,לְחַמֵּשׁ,ח - מ - שׁ,Verb – pi'el,to arm,/dict/8875-lechamesh/
7124,חָמֵש,ח - מ - שׁ,Cardinal numeral,five,/dict/7124-chamesh/
7957,לְהִתְחַנְחֵן,ח - נ - ח - ן,Verb – hitpa'el,to be a coquette (with someone) (אל),/dict/7957-lehitchanchen/
632,לַחְנוֹט,ח - נ - ט,Verb – pa'al,to embalm,/dict/632-lachnot/
633,לְהֵיחָנֵט,ח - נ - ט,Verb – nif'al,to be embalmed,/dict/633-lehechanet/
7931,חִיטָּה,ח - נ - ט,"Noun – kitla pattern, feminine",🌾 wheat,/dict/7931-chita/
630,לַחֲנוֹת,ח - נ - ה,Verb – pa'al,to park; to camp,/dict/630-lachanot/
631,לְהַחֲנוֹת,ח - נ - ה,Verb – hif'il,to park (a car),/dict/631-lehachanot/
6554,חֲנִייָּה,ח - נ - ה,"Noun – ktila pattern, feminine",parking,/dict/6554-chaniya/
3847,מַחֲנֶה,ח - נ - ה,"Noun – miktal pattern, masculine",camp,/dict/3847-machane/
4786,חֲנוּת,ח - נ - ה,"Noun – ktut pattern, feminine","shop, store",/dict/4786-chanut/
5127,תַּחֲנָה,ח - נ - ה,"Noun – taktela pattern, feminine","station, stop (train, autobus, etc.)",/dict/5127-tachana/
7372,חַנְיוֹן,ח - נ - ה,"Noun – kitlon pattern, masculine","car park, parking",/dict/7372-chanyon/
6324,חֲנָיָה,ח - נ - ה,"Noun – ktala pattern, feminine",parking,/dict/6324-chanaya/
637,לְהֵיחָנֵךְ,ח - נ - ך,Verb – nif'al,to be inaugurated,/dict/637-lehechanech/
2641,חִינּוּךְ,ח - נ - ך,"Noun – kittul pattern, masculine",education,/dict/2641-chinuch/
3844,לְהִתְחַנֵּךְ,ח - נ - ך,Verb – hitpa'el,to be educated,/dict/3844-lehitchanech/
3866,חָנִיךְ,ח - נ - ך,"Noun – katil pattern, masculine","student, pupil",/dict/3866-chanich/
3934,חֲנוּכָּה,ח - נ - ך,"Noun – ktulla pattern, feminine","inauguration, opening ceremony; Hanukkah",/dict/3934-chanuka/
4428,חִינּוּכִי,ח - נ - ך,Adjective,educational,/dict/4428-chinuchi/
636,לְחַנֵּךְ,ח - נ - ך,Verb – pi'el,"to educate, to teach",/dict/636-lechanech/
635,לַחֲנוֹךְ,ח - נ - ך,Verb – pa'al,"to inaugurate, to dedicate",/dict/635-lachanoch/
6876,חֲנוּכִּייָּה,ח - נ - ך,Noun – feminine,"🕎 Chanukah menorah, Chanukah lamp",/dict/6876-chanukiya/
638,לְהִתְחַנֵּן,ח - נ - ן,Verb – hitpa'el,"to plead, to ask for mercy",/dict/638-lehitchanen/
2514,מְחוּנָּן,ח - נ - ן,Verb – pu'al,"to be endowed, provided with",/dict/2514-mechunan/
7701,חַנּוּן,ח - נ - ן,Adjective – kattul pattern,"merciful, compassionate (biblical)",/dict/7701-chanun/
7702,חְנוּן,ח - נ - ן,Noun,"geek, wimp, nerd, dork (slang)",/dict/7702-chnun/
634,לָחוֹן,ח - נ - ן,Verb – pa'al,"to pardon, to amnesty; to endow",/dict/634-lachon/
6597,לְהֵיחֵן,ח - נ - ן,Verb – nif'al,to be endowed (with something) (ב־),/dict/6597-lehechen/
6494,מְחוֹנָן,ח - נ - ן,Adjective – mekuttal pattern,"gifted, talented",/dict/6494-mechonan/
6596,חֵן,ח - נ - ן,"Noun – ketel pattern, masculine","charm, grace, attractiveness",/dict/6596-chen/
7181,חִינָּם,ח - נ - ן,Adverb,"free, gratis",/dict/7181-chinam/
7182,חִינָּמִי,ח - נ - ן,Adjective,"free, gratis, free of charge, provided without payment",/dict/7182-chinami/
640,לְהִתְחַנֵּף,ח - נ - ף,Verb – hitpa'el,to curry favour,/dict/640-lehitchanef/
639,לְהַחֲנִיף,ח - נ - ף,Verb – hif'il,to flatter,/dict/639-lehachanif/
3430,חַנְפָן,ח - נ - ף,"Noun – katlan pattern, masculine","sycophant, flatterer",/dict/3430-chanfan/
641,לַחֲנוֹק,ח - נ - ק,Verb – pa'al,"to choke, to strangle",/dict/641-lachanok/
642,לְהֵיחָנֵק,ח - נ - ק,Verb – nif'al,"to choke, to be strangled",/dict/642-lehechanek/
3985,חֲנִיקָה,ח - נ - ק,"Noun – ktila pattern, feminine","choking, strangling",/dict/3985-chanika/
4998,לְהַחְנִיק,ח - נ - ק,Verb – hif'il,"to asphyxiate, to choke, to strangle",/dict/4998-lehachnik/
4999,חֶנֶק,ח - נ - ק,"Noun – ketel pattern, masculine","strangulation, choking",/dict/4999-chenek/
5000,חַנָּק,ח - נ - ק,"Noun – kattal pattern, masculine",javelin sand boa (snake),/dict/5000-chanak/
6244,מַחֲנָק,ח - נ - ק,"Noun – miktal pattern, masculine",suffocation,/dict/6244-machanak/
643,לְהִתְחַסֵּד,ח - ס - ד,Verb – hitpa'el,to feign piety,/dict/643-lehitchased/
8700,חָסִיד,ח - ס - ד,Adjective – katil pattern,"pious, observant; devotee, fan, aficionado; Hassid (follower of a Chassidic movement)",/dict/8700-chasid/
4752,חֶסֶד,ח - ס - ד,"Noun – ketel pattern, masculine","kindness, charity, grace",/dict/4752-chesed/
4753,חֲסִידָה,ח - ס - ד,"Noun – ktila pattern, feminine",stork,/dict/4753-chasida/
6365,חַסָּה,-,Noun – feminine,lettuce,/dict/6365-chasa/
644,לַחֲסוֹת,ח - ס - ה,Verb – pa'al,to take refuge,/dict/644-lachasot/
3773,חָסוּת,ח - ס - ה,"Noun – katut pattern, feminine","shelter, refuge; patronage, protection",/dict/3773-chasut/
4538,חִיסָּיוֹן,ח - ס - ה,"Noun – kittalon pattern, masculine",legal protection; confidentiality,/dict/4538-chisayon/
646,לְהֵיחָסֵךְ,ח - ס - ך,Verb – nif'al,"to be saved, spared",/dict/646-lehechasech/
645,לַחֲסוֹךְ,ח - ס - ך,Verb – pa'al,"to save, to economise",/dict/645-lachasoch/
3579,חִיסָּכוֹן,ח - ס - ך,"Noun – kittalon pattern, masculine","economy, saving",/dict/3579-chisachon/
8756,חַסְכָן,ח - ס - ך,"Noun – katlan pattern, masculine",frugal person,/dict/8756-chaschan/
8757,חַסְכָנוּת,ח - ס - ך,Noun – feminine,frugality,/dict/8757-chaschanut/
648,לְהִתְחַסֵּל,ח - ס - ל,Verb – hitpa'el,to be liquidated,/dict/648-lehitchasel/
3986,חִיסּוּל,ח - ס - ל,"Noun – kittul pattern, masculine",elimination,/dict/3986-chisul/
8830,חֲסִילוֹן,ח - ס - ל,Noun – masculine,shrimp (coll.: שרימפ),/dict/8830-chasilon/
8829,חָסִיל,ח - ס - ל,"Noun – katil pattern, masculine",locust (biblical),/dict/8829-chasil/
647,לְחַסֵּל,ח - ס - ל,Verb – pi'el,to eliminate,/dict/647-lechasel/
3679,מַחְסוֹם,ח - ס - ם,"Noun – miktol pattern, masculine","barrier, barricade; obstacle",/dict/3679-machsom/
7739,חָסוּם,ח - ס - ם,Adjective – katul pattern,blocked; inscribed (geometry); bounded (mathematics),/dict/7739-chasum/
8870,חֲסִימָה,ח - ס - ם,"Noun – ktila pattern, feminine","blocking, obstruction, occlusion; blockade",/dict/8870-chasima/
650,לְהֵיחָסֵם,ח - ס - ם,Verb – nif'al,"to be blocked, obstructed",/dict/650-lehechasem/
649,לַחְסוֹם,ח - ס - ם,Verb – pa'al,"to block, to obstruct",/dict/649-lachsom/
6981,מְחוּסָּם,ח - ס - ם,Adjective – mekuttal pattern,"tempered (glass, metal)",/dict/6981-mechusam/
8234,הִתְחַסְּנוּת,ח - ס - ן,"Noun – hitkattlut pattern, feminine",immunization; strengthening,/dict/8234-hitchasnut/
4749,חוֹסֶן,ח - ס - ן,"Noun – kotel pattern, masculine","strength, power",/dict/4749-chosen/
4747,מַחְסָן,ח - ס - ן,"Noun – miktal pattern, masculine","store, warehouse, depot",/dict/4747-machsan/
4748,מַחְסָנִית,ח - ס - ן,Noun – feminine,magazine (of a weapon),/dict/4748-machsanit/
4893,לְהִתְחַסֵּן,ח - ס - ן,Verb – hitpa'el,"to be immunised, inoculated",/dict/4893-lehitchasen/
7696,חִיסּוּן,ח - ס - ן,"Noun – kittul pattern, masculine","immunization, vaccination; vaccine (coll.)",/dict/7696-chisun/
651,לְחַסֵּן,ח - ס - ן,Verb – pi'el,"to strengthen, to immunise, to vaccinate",/dict/651-lechasen/
652,לְהִתְחַסֵּן,ח - ס - ן,Verb – hitpa'el,"to strengthen oneself, to be immunised",/dict/652-lehitchasen/
6134,חֲסִינוּת,ח - ס - ן,Noun – feminine,"immunity, resistance; immunity (legal)",/dict/6134-chasinut/
6133,חָסִין,ח - ס - ן,Adjective – katil pattern,"immune, resistant",/dict/6133-chasin/
3156,מְחוּסְפָּס,ח - ס - פ - ס,Adjective – mekuttal pattern,"coarse, rough",/dict/3156-mechuspas/
3155,לְחַסְפֵּס,ח - ס - פ - ס,Verb – pi'el,"to roughen, to make rough",/dict/3155-lechaspes/
2533,לְהַחְסִיר,ח - ס - ר,Verb – hif'il,"to subtract; to skip, to miss, to be absent (from a class etc.)",/dict/2533-lehachsir/
653,לַחְסוֹר,ח - ס - ר,Verb – pa'al,"to lack, to diminish",/dict/653-lachsor/
4839,חִיסּוּר,ח - ס - ר,"Noun – kittul pattern, masculine",subtraction (mathematics); absence,/dict/4839-chisur/
4266,חָסֵר,ח - ס - ר,Adjective – katel pattern,"lacking, deficient; -less (when used in construct state)",/dict/4266-chaser/
4569,חִיסָּרוֹן,ח - ס - ר,"Noun – kittalon pattern, masculine","drawback, disadvantage",/dict/4569-chisaron/
4683,חוֹסֶר,ח - ס - ר,"Noun – kotel pattern, masculine","lack, absence",/dict/4683-choser/
7961,מַחְסוֹר,ח - ס - ר,"Noun – maktol pattern, masculine","lack, deficit, shortage; poverty, want, need",/dict/7961-machsor/
654,לְחַסֵּר,ח - ס - ר,Verb – pi'el,"to reduce, to lessen, to subtract",/dict/654-lechaser/
8177,חֲסַר רֶסֶן,-,Adjective,"uncontrolled, uncontrollable, unchecked",/dict/8177-chasar-resen/
6216,חֲסַר תּוֹעֶלֶת,-,Adjective,useless,/dict/6216-chasar-toelet/
656,לְהֵיחָפֵז,ח - פ - ז,Verb – nif'al,"to rush, to hurry",/dict/656-lehechafez/
7538,חָפוּז,ח - פ - ז,Adjective – katul pattern,"hasty, hurried, brief",/dict/7538-chafuz/
655,לְחַפּוֹת,ח - פ - ה,Verb – pi'el,to cover; to overlap,/dict/655-lechapot/
